Id;Nome;Latitude;Longitude
11556;Sebastiao Tavares, Bell Rock;-20,8935;-43,8822
9439;Senador José Bento MG;-22,2025;-46,1583
10291;Senhora do Porto-MG;-18,9009;-43,0874
8928;Sera de Pimenta;-20,5753;-45,8698
12005;Serra Da Paula;-21,9714;-44,7846
11732;Serra Maria;-21,9875;-44,7567
10501;Serra Negra;-22,2272;-45,139
10755;Serra Posto do Sol;-20,9899;-46,9948
11230;Serra São José;-21,0583;-44,1155
11687;Serra da Careta - Baependi - MG;-22,1124;-44,7837
10635;Serra da Fortaleza - Rampa do Andarilho;-20,8909;-46,7524
10286;Serra da Moeda;-20,1904;-43,9989
11735;Serra da Paula;-21,9785;-44,7751
11851;Serra da Ventania;-19,662;-47,0412
10037;Serra da Viuva;-19,3789;-42,5801
12613;Serra da Viuva ;-19,3498;-42,5483
8927;Serra de Itapecerica;-20,4347;-45,1287
11325;Serra do Bandeira;-22,0629;-44,882
10083;Serra do Cabral/Joaquim Felício-MG;-17,7513;-44,1875
9980;Serra do Cristo;-22,213;-45,9259
10075;Serra do Cristo - Campos Gerais;-21,2061;-45,7437
10877;Serra do Gambá;-20,5846;-44,0738
11845;Serra do Lenheiro( rampa do Vitinho);-21,1423;-44,2929
10138;Serra do Piripau;-21,935;-45,2652
9530;Serra do Piripau;-21,9634;-45,2305
11422;Serra do Piripau;-21,9017;-45,2475
11199;Serra do Salitre;-19,0704;-46,6719
9602;Serra do Segredo;-20,7442;-44,4503
10518;Serra do Trov;-20,4646;-43,5299
10839;Serra velha ( Caputira);-20,1948;-42,2528
9854;Serrania;-21,5749;-46,014
8990;Serrinha do Arraial - Serra da Canastra;-20,0884;-46,5917
9933;Serrote "doctors t,o,";-22,5654;-46,424
10345;Sertãozinho - Serra das Pombas;-22,3479;-46,0729
9500;Sete Lagoas - Serra de Santa Helena;-19,4447;-44,2682
11261;Sierra Sta Barbara Tugurio rod, MG 448 ;-21,2683;-43,6079
11488;Skysetes take off;-19,4398;-44,277
8914;Soares;-20,2097;-43,9807
11621;Sobralias ramp;-19,2334;-42,0906
11521;Socorro Pico da Cascavel;-22,7665;-46,188
9585;South;-21,7328;-46,4899
11394;South Little Church;-20,9993;-45,6256
11846;Stone House;-21,0877;-44,1903
11658;São Gonçalo do Sapucaí mountain;-21,8682;-45,6098
8909;São José do Divino;-18,5268;-41,3987
10396;São João da Mata - Pico da Divisa;-21,9175;-45,9486
9216;São Sebastião da Bela Vista;-22,1959;-45,7406
11304;Tabuleiro;-18,7988;-42,3103
10736;Take off of Lacinho;-22,4955;-46,184
9775;Take-off Véio;-22,4092;-45,8356
10835;Takeoff ;-20,7084;-42,054
11245;Tales oferecer mujano;-22,507;-45,7179
11776;Test;-20,5811;-43,902
11371;Toca do urubu;-21,9825;-44,8856
11403;Tocantins / Serra dos Pires;-21,1222;-43,0538
11939;Torre Bueno Brandão;-22,423;-46,2428
8941;Traíras;-17,5107;-47,0263
8913;Tupaciguara;-18,4733;-48,5135
8853;UBA;-21,0218;-42,9932
11003;UBA;-20,1591;-44,2186
9166;Uberaba - Samuka;-19,847;-47,6558
9568;Unaí Ramp;-16,372;-46,8793
9374;V,PALMA/MG-Perdizes;-17,6928;-44,5544
9358;V,PALMA/MG-Perdizes;-17,6858;-44,5418
9594;V,PALMA/MG-Piedade;-17,6927;-44,6095
12001;Vargem Grande Formiga MG;-20,4842;-45,4423
11385;Victory`s ramp;-18,0163;-41,6887
9963;Virgínia;-22,3576;-45,0821
11055;WHITE HILL;-20,3857;-46,575
11958;Xamburá 1;-20,5134;-46,4442
10127;bico da pedra-Janauba-MG;-15,8089;-43,2481
10159;c,eneas/morro do s,joao;-16,4076;-43,711
11837;cordeiro;-19,5679;-42,3588
10047;cristo de pouso alegre;-22,2563;-45,9312
12045;falesia de tiradentes ;-21,087;-44,1667
11286;feix launch;-19,6621;-43,2389
9417;ilha do ar;-21,3228;-47,002
10347;inhapim;-19,5008;-42,0652
10602;lage;-20,5123;-44,7076
11493;lagoa dos ingleses;-20,2003;-43,9133
11566;machados;-21,6814;-43,1315
9969;moedao;-20,3501;-43,5956
10161;morrinho sul;-22,1477;-46,046
10922;morro da catarina;-20,258;-44,1749
10172;morro são joao;-16,3389;-43,7527
13563;morro vila São Sebastião da bela vista;-22,1644;-45,758
10160;mountain fortress;-20,8649;-46,7594
10445;pedra do indaia, fazenda camarao;-20,2704;-45,1626
9494;pico Ibituruna;-19,3501;-42,0964
10697;pico do machadÃ£o;-22,5907;-45,7848
10698;pico do machadÃ£o;-22,5673;-45,8247
9473;pico do machadão;-22,5778;-45,8062
10170;pico do pontão ;-20,9249;-42,7388
10167;piedade de cima ;-20,9403;-42,8965
9388;piracaiba;-18,448;-48,4361
11444;pirangucu;-22,5503;-45,4825
11216;ramp Dona Marta;-20,0922;-44,1638
11409;rampa das agus;-21,9482;-45,3555
11722;rampa do CANARINHO;-22,2113;-45,8472
11707;rampa do CANARINHO;-22,1966;-45,7861
10484;rampa sao sebastiao do anta;-19,486;-41,9449
11636;sao domingos do prata;-19,8249;-42,9325
11688;sao joao da mata;-21,9286;-45,9282
10870;serra do chapeu;-20,7889;-46,0784
10733;takeoff Cruzeirinho;-20,3124;-42,0005
9427;teste;-19,9797;-44,0218
11991;torre (Bicas city) ;-21,7255;-43,0529

